VX, VY, COL, ROW
0.181259, 0.59453, 15, 49
-0.783422, -0.0207298, 16, 0
-0.880581, -0.0168667, 16, 1
-0.915744, -0.0155943, 16, 2
-0.957411, -0.0128173, 16, 3
-1.00794, -0.007746, 16, 4
-1.0712, 0.00101179, 16, 5
-1.15404, 0.0161889, 16, 6
-1.27057, 0.0441409, 16, 7
-1.45694, 0.103645, 16, 8
-1.78324, 0.294675, 16, 9
0.859155, 1.39423, 16, 10
1.71509, 0.180692, 16, 11
1.43351, 0.0485968, 16, 12
1.28695, -0.0193386, 16, 13
1.19227, -0.0707059, 16, 14
1.12299, -0.118572, 16, 15
1.06729, -0.167947, 16, 16
1.01834, -0.221296, 16, 17
0.971331, -0.279877, 16, 18
0.922246, -0.34414, 16, 19
0.867383, -0.413663, 16, 20
0.803263, -0.486974, 16, 21
0.72684, -0.561361, 16, 22
0.635918, -0.632802, 16, 23
0.529731, -0.696217, 16, 24
0.409322, -0.746077, 16, 25
0.277599, -0.777251, 16, 26
0.138762, -0.785892, 16, 27
-0.00227066, -0.769578, 16, 28
-0.140416, -0.727262, 16, 29
-0.270633, -0.658947, 16, 30
-0.387751, -0.565525, 16, 31
-0.486139, -0.449152, 16, 32
-0.55992, -0.314123, 16, 33
-0.604165, -0.167584, 16, 34
-0.61675, -0.0191301, 16, 35
-0.599719, 0.12132, 16, 36
-0.558702, 0.246193, 16, 37
-0.500887, 0.35153, 16, 38
-0.432981, 0.43671, 16, 39
-0.360242, 0.503102, 16, 40
-0.286328, 0.553003, 16, 41
-0.213672, 0.588855, 16, 42
-0.143765, 0.612962, 16, 43
-0.0775558, 0.627342, 16, 44
-0.0155544, 0.633731, 16, 45
0.0419119, 0.63363, 16, 46
0.094766, 0.628314, 16, 47
0.14303, 0.618865, 16, 48
0.186808, 0.606222, 16, 49
-0.772429, -0.133058, 17, 0
-0.870449, -0.124304, 17, 1
-0.903236, -0.141273, 17, 2
-0.941553, -0.16266, 17, 3
-0.987076, -0.190872, 17, 4
-1.04216, -0.230427, 17, 5
-1.10998, -0.290647, 17, 6
-1.19342, -0.393526, 17, 7
-1.28065, -0.603243, 17, 8
-1.11632, -1.2025, 17, 9
0.231952, -1.93349, 17, 10
1.32429, -0.900185, 17, 11
1.31616, -0.506709, 17, 12
1.23082, -0.366255, 17, 13
1.15845, -0.310674, 17, 14
1.09988, -0.295437, 17, 15
1.0504, -0.304412, 17, 16
1.00559, -0.330764, 17, 17
0.961437, -0.371257, 17, 18
0.913993, -0.423982, 17, 19
0.859191, -0.48714, 17, 20
0.792855, -0.558206, 17, 21
0.711097, -0.633246, 17, 22
0.611035, -0.706637, 17, 23
0.49185, -0.77116, 17, 24
0.355505, -0.819097, 17, 25
0.206911, -0.843631, 17, 26
0.0528215, -0.840417, 17, 27
-0.0993955, -0.807852, 17, 28
-0.242874, -0.74676, 17, 29
-0.371815, -0.659633, 17, 30
-0.481408, -0.549972, 17, 31
-0.567598, -0.422151, 17, 32
-0.627078, -0.281707, 17, 33
-0.657854, -0.135391, 17, 34
-0.660023, 0.00920342, 17, 35
-0.636212, 0.144865, 17, 36
-0.591151, 0.26602, 17, 37
-0.530543, 0.369495, 17, 38
-0.459945, 0.454371, 17, 39
-0.384021, 0.521371, 17, 40
-0.306341, 0.572109, 17, 41
-0.229467, 0.60859, 17, 42
-0.155173, 0.632855, 17, 43
-0.0846107, 0.646843, 17, 44
-0.0185201, 0.652305, 17, 45
0.0426753, 0.650831, 17, 46
0.0987992, 0.643788, 17, 47
0.149821, 0.632376, 17, 48
0.195872, 0.617635, 17, 49
-0.745504, -0.239269, 18, 0
-0.844135, -0.227149, 18, 1
-0.869675, -0.26035, 18, 2
-0.897513, -0.302533, 18, 3
-0.927074, -0.358023, 18, 4
-0.956212, -0.434216, 18, 5
-0.97823, -0.54441, 18, 6
-0.972063, -0.713314, 18, 7
-0.869442, -0.981469, 18, 8
-0.49912, -1.34043, 18, 9
0.174754, -1.48574, 18, 10
0.780296, -1.1932, 18, 11
1.03109, -0.840764, 18, 12
1.08165, -0.624432, 18, 13
1.07185, -0.505277, 18, 14
1.04552, -0.444107, 18, 15
1.01473, -0.420206, 18, 16
0.981935, -0.423089, 18, 17
0.946134, -0.447214, 18, 18
0.904563, -0.489433, 18, 19
0.85324, -0.547292, 18, 20
0.787355, -0.617677, 18, 21
0.701839, -0.695738, 18, 22
0.592679, -0.773983, 18, 23
0.458736, -0.842374, 18, 24
0.303304, -0.889914, 18, 25
0.134386, -0.907424, 18, 26
-0.0373838, -0.890237, 18, 27
-0.201294, -0.838572, 18, 28
-0.348766, -0.756389, 18, 29
-0.474057, -0.649483, 18, 30
-0.573873, -0.524011, 18, 31
-0.646537, -0.385914, 18, 32
-0.691428, -0.240971, 18, 33
-0.70889, -0.0950229, 18, 34
-0.700499, 0.046177, 18, 35
-0.669193, 0.177408, 18, 36
-0.619059, 0.294653, 18, 37
-0.554762, 0.39545, 18, 38
-0.480913, 0.478873, 18, 39
-0.401613, 0.545235, 18, 40
-0.32023, 0.595658, 18, 41
-0.239352, 0.631773, 18, 42
-0.160915, 0.655359, 18, 43
-0.08628, 0.668232, 18, 44
-0.0163691, 0.67215, 18, 45
0.0482583, 0.668746, 18, 46
0.107339, 0.659496, 18, 47
0.160812, 0.645706, 18, 48
0.208799, 0.628515, 18, 49
-0.705768, -0.334305, 19, 0
-0.804103, -0.320841, 19, 1
-0.819018, -0.366458, 19, 2
-0.831979, -0.423306, 19, 3
-0.840067, -0.4957, 19, 4
-0.837271, -0.589952, 19, 5
-0.811064, -0.714692, 19, 6
-0.735551, -0.878706, 19, 7
-0.564205, -1.07747, 19, 8
-0.25098, -1.25591, 19, 9
0.168043, -1.30101, 19, 10
0.558177, -1.16658, 19, 11
0.808122, -0.952257, 19, 12
0.926035, -0.765096, 19, 13
0.969872, -0.63368, 19, 14
0.978823, -0.551097, 19, 15
0.971339, -0.506482, 19, 16
0.954857, -0.491952, 19, 17
0.931229, -0.502784, 19, 18
0.8991, -0.536193, 19, 19
0.854744, -0.59014, 19, 20
0.792462, -0.661905, 19, 21
0.705343, -0.74633, 19, 22
0.587079, -0.834093, 19, 23
0.435319, -0.911142, 19, 24
0.255117, -0.96117, 19, 25
0.0594921, -0.971158, 19, 26
-0.134444, -0.936436, 19, 27
-0.311252, -0.861031, 19, 28
-0.460926, -0.754186, 19, 29
-0.579289, -0.626111, 19, 30
-0.666202, -0.485384, 19, 31
-0.723297, -0.338532, 19, 32
-0.752681, -0.190628, 19, 33
-0.756568, -0.0460045, 19, 34
-0.737427, 0.0913621, 19, 35
-0.698215, 0.217954, 19, 36
-0.642409, 0.330924, 19, 37
-0.573811, 0.428405, 19, 38
-0.496259, 0.509505, 19, 39
-0.413317, 0.574275, 19, 40
-0.328119, 0.623463, 19, 41
-0.243252, 0.658321, 19, 42
-0.16078, 0.680405, 19, 43
-0.0822389, 0.691425, 19, 44
-0.00872583, 0.693116, 19, 45
0.0590732, 0.687186, 19, 46
0.120806, 0.675184, 19, 47
0.176377, 0.658551, 19, 48
0.22593, 0.638528, 19, 49
-0.65742, -0.415171, 20, 0
-0.75399, -0.402293, 20, 1
-0.756819, -0.455781, 20, 2
-0.753771, -0.520462, 20, 3
-0.740551, -0.599324, 20, 4
-0.709881, -0.695607, 20, 5
-0.649636, -0.81148, 20, 6
-0.541577, -0.943957, 20, 7
-0.365104, -1.07648, 20, 8
-0.113894, -1.17151, 20, 9
0.182033, -1.18448, 20, 10
0.462038, -1.10329, 20, 11
0.674243, -0.965129, 20, 12
0.807588, -0.821438, 20, 13
0.880924, -0.702127, 20, 14
0.916852, -0.615484, 20, 15
0.93091, -0.560516, 20, 16
0.931554, -0.534295, 20, 17
0.922152, -0.534632, 20, 18
0.902418, -0.560421, 20, 19
0.868797, -0.611242, 20, 20
0.814427, -0.686056, 20, 21
0.729393, -0.780846, 20, 22
0.602847, -0.88508, 20, 23
0.4287, -0.979049, 20, 24
0.213697, -1.03689, 20, 25
-0.020005, -1.03813, 20, 26
-0.243669, -0.979096, 20, 27
-0.434569, -0.872062, 20, 28
-0.582737, -0.735493, 20, 29
-0.68884, -0.58508, 20, 30
-0.758326, -0.430721, 20, 31
-0.797077, -0.277832, 20, 32
-0.809739, -0.129548, 20, 33
-0.799755, 0.011868, 20, 34
-0.769877, 0.144267, 20, 35
-0.722715, 0.265514, 20, 36
-0.661038, 0.373679, 20, 37
-0.58784, 0.467292, 20, 38
-0.506248, 0.545469, 20, 39
-0.419368, 0.607967, 20, 40
-0.330148, 0.655159, 20, 41
-0.241156, 0.688003, 20, 42
-0.154587, 0.707835, 20, 43
-0.0721812, 0.716242, 20, 44
0.00480452, 0.714985, 20, 45
0.0755524, 0.705841, 20, 46
0.139606, 0.6905, 20, 47
0.196902, 0.670518, 20, 48
0.247583, 0.647247, 20, 49
-0.604641, -0.48098, 21, 0
-0.697723, -0.470122, 21, 1
-0.688711, -0.527194, 21, 2
-0.670984, -0.593885, 21, 3
-0.640065, -0.671471, 21, 4
-0.589406, -0.760348, 21, 5
-0.510114, -0.858513, 21, 6
-0.392076, -0.958905, 21, 7
-0.228297, -1.04659, 21, 8
-0.0227035, -1.09964, 21, 9
0.204276, -1.09854, 21, 10
0.420937, -1.04002, 21, 11
0.59969, -0.941604, 21, 12
0.729597, -0.830129, 21, 13
0.815558, -0.727039, 21, 14
0.868894, -0.643656, 21, 15
0.900201, -0.584174, 21, 16
0.916781, -0.549678, 21, 17
0.922415, -0.54074, 21, 18
0.917569, -0.558511, 21, 19
0.899038, -0.605063, 21, 20
0.85894, -0.68263, 21, 21
0.783312, -0.791029, 21, 22
0.652653, -0.921437, 21, 23
0.450517, -1.04714, 21, 24
0.18298, -1.12341, 21, 25
-0.109955, -1.11273, 21, 26
-0.375317, -1.01541, 21, 27
-0.579189, -0.863432, 21, 28
-0.717392, -0.691385, 21, 29
-0.802355, -0.519677, 21, 30
-0.848356, -0.355983, 21, 31
-0.865713, -0.201871, 21, 32
-0.860699, -0.0571777, 21, 33
-0.836976, 0.0782454, 21, 34
-0.796849, 0.203948, 21, 35
-0.742156, 0.318894, 21, 36
-0.674795, 0.421716, 21, 37
-0.596951, 0.511071, 21, 38
-0.511114, 0.585921, 21, 39
-0.419997, 0.645692, 21, 40
-0.326411, 0.690348, 21, 41
-0.232999, 0.720533, 21, 42
-0.14213, 0.737368, 21, 43
-0.0557759, 0.742395, 21, 44
0.0246203, 0.737404, 21, 45
0.0980866, 0.724321, 21, 46
0.164156, 0.704981, 21, 47
0.222734, 0.681084, 21, 48
0.274054, 0.654127, 21, 49
-0.550901, -0.532422, 22, 0
-0.638894, -0.524368, 22, 1
-0.619368, -0.581629, 22, 2
-0.589566, -0.646218, 22, 3
-0.54554, -0.718022, 22, 4
-0.482286, -0.795634, 22, 5
-0.394194, -0.87532, 22, 6
-0.276477, -0.949873, 22, 7
-0.128029, -1.00827, 22, 8
0.0454068, -1.03774, 22, 9
0.230021, -1.02884, 22, 10
0.407364, -0.981013, 22, 11
0.561161, -0.903919, 22, 12
0.683039, -0.812954, 22, 13
0.773205, -0.722751, 22, 14
0.837079, -0.643527, 22, 15
0.881419, -0.581247, 22, 16
0.911985, -0.539244, 22, 17
0.932575, -0.520128, 22, 18
0.944499, -0.52705, 22, 19
0.945726, -0.564721, 22, 20
0.928759, -0.639933, 22, 21
0.876431, -0.760349, 22, 22
0.755935, -0.927251, 22, 23
0.523407, -1.1124, 22, 24
0.170061, -1.23216, 22, 25
-0.224787, -1.20059, 22, 26
-0.54954, -1.03353, 22, 27
-0.75545, -0.816147, 22, 28
-0.865256, -0.606848, 22, 29
-0.915931, -0.421314, 22, 30
-0.931864, -0.257381, 22, 31
-0.925629, -0.109686, 22, 32
-0.90306, 0.0259976, 22, 33
-0.866652, 0.151965, 22, 34
-0.817484, 0.26896, 22, 35
-0.75623, 0.376569, 22, 36
-0.68378, 0.473589, 22, 37
-0.601478, 0.558529, 22, 38
-0.511241, 0.629966, 22, 39
-0.415509, 0.686817, 22, 40
-0.317066, 0.728586, 22, 41
-0.218716, 0.755574, 22, 42
-0.123149, 0.768698, 22, 43
-0.032612, 0.769508, 22, 44
0.0511968, 0.759923, 22, 45
0.127216, 0.742064, 22, 46
0.194885, 0.717996, 22, 47
0.254249, 0.689595, 22, 48
0.305616, 0.658498, 22, 49
-0.498727, -0.57109, 23, 0
-0.580356, -0.566067, 23, 1
-0.55216, -0.621144, 23, 2
-0.513131, -0.681205, 23, 3
-0.460159, -0.745222, 23, 4
-0.389784, -0.810935, 23, 5
-0.29878, -0.87432, 23, 6
-0.185363, -0.929249, 23, 7
-0.0506518, -0.967961, 23, 8
0.0999333, -0.982722, 23, 9
0.256855, -0.968546, 23, 10
0.408453, -0.925653, 23, 11
0.544307, -0.859961, 23, 12
0.658241, -0.781016, 23, 13
0.749023, -0.698896, 23, 14
0.819215, -0.621868, 23, 15
0.873138, -0.555888, 23, 16
0.91538, -0.505084, 23, 17
0.94977, -0.472989, 23, 18
0.978846, -0.463724, 23, 19
1.00298, -0.48353, 23, 20
1.01829, -0.542824, 23, 21
1.01056, -0.659275, 23, 22
0.938192, -0.858994, 23, 23
0.699274, -1.14991, 23, 24
0.19277, -1.38841, 23, 25
-0.405579, -1.30441, 23, 26
-0.804929, -0.990554, 23, 27
-0.96893, -0.690996, 23, 28
-1.01725, -0.461568, 23, 29
-1.01935, -0.282565, 23, 30
-1.00135, -0.133695, 23, 31
-0.972149, -0.00251807, 23, 32
-0.934185, 0.117829, 23, 33
-0.887506, 0.230666, 23, 34
-0.831387, 0.337052, 23, 35
-0.765126, 0.436545, 23, 36
-0.688525, 0.527642, 23, 37
-0.602102, 0.608392, 23, 38
-0.507297, 0.676683, 23, 39
-0.406376, 0.730751, 23, 40
-0.302283, 0.769497, 23, 41
-0.198212, 0.792807, 23, 42
-0.0972894, 0.801472, 23, 43
-0.00217962, 0.797127, 23, 44
0.0851382, 0.781939, 23, 45
0.163455, 0.758352, 23, 46
0.232301, 0.728727, 23, 47
0.2918, 0.695189, 23, 48
0.342479, 0.659529, 23, 49
-0.449694, -0.598949, 24, 0
-0.524154, -0.596766, 24, 1
-0.489181, -0.648224, 24, 2
-0.44353, -0.702575, 24, 3
-0.384878, -0.75833, 24, 4
-0.310971, -0.812982, 24, 5
-0.220172, -0.862803, 24, 6
-0.112184, -0.902893, 24, 7
0.0111206, -0.927751, 24, 8
0.145193, -0.932414, 24, 9
0.283191, -0.913985, 24, 10
0.417214, -0.872824, 24, 11
0.540152, -0.812743, 24, 12
0.647382, -0.739978, 24, 13
0.737318, -0.66159, 24, 14
0.811126, -0.583947, 24, 15
0.871692, -0.512201, 24, 16
0.922746, -0.450264, 24, 17
0.968197, -0.401428, 24, 18
1.01181, -0.369318, 24, 19
1.05703, -0.359125, 24, 20
1.10643, -0.380305, 24, 21
1.15925, -0.452263, 24, 22
1.19806, -0.620876, 24, 23
1.10409, -1.00686, 24, 24
0.315878, -1.66952, 24, 25
-0.815207, -1.34978, 24, 26
-1.18286, -0.746501, 24, 27
-1.19041, -0.431154, 24, 28
-1.145, -0.241448, 24, 29
-1.09521, -0.103678, 24, 30
-1.04748, 0.0109072, 24, 31
-1.00067, 0.114921, 24, 32
-0.952148, 0.214107, 24, 33
-0.899099, 0.310784, 24, 34
-0.838982, 0.40525, 24, 35
-0.769761, 0.496391, 24, 36
-0.690171, 0.582025, 24, 37
-0.600007, 0.659316, 24, 38
-0.500281, 0.725217, 24, 39
-0.393282, 0.777001, 24, 40
-0.282334, 0.812797, 24, 41
-0.171303, 0.831995, 24, 42
-0.0640277, 0.835328, 24, 43
0.0362352, 0.82467, 24, 44
0.127185, 0.802656, 24, 45
0.207522, 0.77221, 24, 46
0.276898, 0.736119, 24, 47
0.335719, 0.696794, 24, 48
0.384814, 0.656178, 24, 49
-0.404706, -0.617938, 25, 0
-0.471619, -0.618171, 25, 1
-0.431625, -0.66526, 25, 2
-0.38147, -0.713554, 25, 3
-0.319502, -0.761377, 25, 4
-0.244337, -0.806283, 25, 5
-0.155259, -0.845021, 25, 6
-0.0526925, -0.87371, 25, 7
0.0613686, -0.888318, 25, 8
0.183219, -0.885441, 25, 9
0.307769, -0.863171, 25, 10
0.42935, -0.821746, 25, 11
0.542791, -0.763661, 25, 12
0.644492, -0.693075, 25, 13
0.732832, -0.614941, 25, 14
0.808199, -0.534024, 25, 15
0.872517, -0.454354, 25, 16
0.92876, -0.379021, 25, 17
0.980588, -0.310262, 25, 18
1.03226, -0.249817, 25, 19
1.08895, -0.199336, 25, 20
1.15772, -0.16107, 25, 21
1.25014, -0.139534, 25, 22
1.39033, -0.146459, 25, 23
1.64929, -0.222794, 25, 24
1.41281, -1.068, 25, 25
-1.87452, -0.337182, 25, 26
-1.50111, -0.122917, 25, 27
-1.31587, -0.0307693, 25, 28
-1.20383, 0.0366253, 25, 29
-1.12492, 0.0996745, 25, 30
-1.06286, 0.164803, 25, 31
-1.0088, 0.234262, 25, 32
-0.956825, 0.308706, 25, 33
-0.902423, 0.387695, 25, 34
-0.841841, 0.469973, 25, 35
-0.772004, 0.553339, 25, 36
-0.690734, 0.634647, 25, 37
-0.597095, 0.709907, 25, 38
-0.491739, 0.774826, 25, 39
-0.377199, 0.825303, 25, 40
-0.257518, 0.858415, 25, 41
-0.137649, 0.873014, 25, 42
-0.0225508, 0.86986, 25, 43
0.0836939, 0.851387, 25, 44
0.178373, 0.820974, 25, 45
0.260222, 0.782321, 25, 46
0.329239, 0.738765, 25, 47
0.386277, 0.69304, 25, 48
0.432646, 0.647207, 25, 49
-0.364152, -0.629815, 26, 0
-0.423544, -0.631921, 26, 1
-0.380002, -0.674384, 26, 2
-0.326993, -0.716748, 26, 3
-0.263387, -0.757318, 26, 4
-0.188351, -0.793839, 26, 5
-0.101702, -0.823526, 26, 6
-0.00416722, -0.843253, 26, 7
0.102389, -0.84993, 26, 8
0.21494, -0.841022, 26, 9
0.329565, -0.815075, 26, 10
0.441937, -0.772118, 26, 11
0.548106, -0.713691, 26, 12
0.645061, -0.642557, 26, 13
0.731142, -0.562157, 26, 14
0.806179, -0.475913, 26, 15
0.871247, -0.386772, 26, 16
0.928422, -0.296794, 26, 17
0.980521, -0.206882, 26, 18
1.03092, -0.11657, 26, 19
1.0836, -0.0232903, 26, 20
1.14327, 0.0792329, 26, 21
1.21519, 0.205703, 26, 22
1.30079, 0.39483, 26, 23
1.34049, 0.782029, 26, 24
0.412759, 1.844, 26, 25
-1.14317, 1.2351, 26, 26
-1.3365, 0.592098, 26, 27
-1.25011, 0.390112, 26, 28
-1.16809, 0.315921, 26, 29
-1.10203, 0.297678, 26, 30
-1.04716, 0.310858, 26, 31
-0.998251, 0.34492, 26, 32
-0.950663, 0.3945, 26, 33
-0.900174, 0.456236, 26, 34
-0.842785, 0.527268, 26, 35
-0.774804, 0.604315, 26, 36
-0.693146, 0.683261, 26, 37
-0.59609, 0.758798, 26, 38
-0.483876, 0.824932, 26, 39
-0.359448, 0.875697, 26, 40
-0.228068, 0.906646, 26, 41
-0.0965503, 0.915911, 26, 42
0.0284659, 0.9046, 26, 43
0.141681, 0.87617, 26, 44
0.240033, 0.835317, 26, 45
0.322541, 0.786838, 26, 46
0.38984, 0.734791, 26, 47
0.443608, 0.682178, 26, 48
0.485813, 0.631054, 26, 49
-0.328119, -0.636074, 27, 0
-0.380338, -0.639485, 27, 1
-0.334466, -0.677365, 27, 2
-0.279863, -0.714178, 27, 3
-0.215791, -0.748289, 27, 4
-0.141744, -0.777671, 27, 5
-0.0578282, -0.799921, 27, 6
0.0351374, -0.812456, 27, 7
0.135491, -0.812776, 27, 8
0.240725, -0.79882, 27, 9
0.347704, -0.76931, 27, 10
0.452954, -0.724009, 27, 11
0.553239, -0.663744, 27, 12
0.645802, -0.590298, 27, 13
0.728895, -0.505977, 27, 14
0.801737, -0.4132, 27, 15
0.864568, -0.313992, 27, 16
0.918326, -0.209588, 27, 17
0.964416, -0.0999611, 27, 18
1.0042, 0.0167876, 27, 19
1.03821, 0.145454, 27, 20
1.06411, 0.295851, 27, 21
1.07085, 0.48707, 27, 22
1.01859, 0.754674, 27, 23
0.778184, 1.13729, 27, 24
0.167155, 1.4728, 27, 25
-0.555191, 1.33942, 27, 26
-0.955136, 0.954036, 27, 27
-1.06032, 0.682925, 27, 28
-1.06447, 0.533976, 27, 29
-1.0406, 0.459838, 27, 30
-1.00928, 0.432366, 27, 31
-0.97536, 0.436713, 27, 32
-0.938594, 0.464702, 27, 33
-0.896566, 0.511373, 27, 34
-0.845783, 0.573024, 27, 35
-0.782113, 0.645946, 27, 36
-0.701482, 0.725277, 27, 37
-0.600874, 0.804454, 27, 38
-0.479838, 0.875182, 27, 39
-0.341798, 0.928726, 27, 40
-0.194192, 0.958225, 27, 41
-0.0466967, 0.960953, 27, 42
0.0911375, 0.938815, 27, 43
0.212435, 0.897314, 27, 44
0.313957, 0.843297, 27, 45
0.395524, 0.783149, 27, 46
0.459125, 0.721669, 27, 47
0.507587, 0.661996, 27, 48
0.543806, 0.605967, 27, 49
-0.296482, -0.637955, 28, 0
-0.342142, -0.64213, 28, 1
-0.294915, -0.675652, 28, 2
-0.239716, -0.707395, 28, 3
-0.175985, -0.73585, 28, 4
-0.103486, -0.759179, 28, 5
-0.0224484, -0.77529, 28, 6
0.0663417, -0.781968, 28, 7
0.161419, -0.777078, 28, 8
0.26068, -0.7588, 28, 9
0.361504, -0.725879, 28, 10
0.460953, -0.677801, 28, 11
0.55612, -0.614862, 28, 12
0.644397, -0.538063, 28, 13
0.723705, -0.448948, 28, 14
0.792684, -0.349185, 28, 15
0.850579, -0.240292, 28, 16
0.897133, -0.123118, 28, 17
0.932132, 0.00257294, 28, 18
0.954682, 0.138633, 28, 19
0.961841, 0.289197, 28, 20
0.945895, 0.461214, 28, 21
0.888595, 0.663986, 28, 22
0.751905, 0.90177, 28, 23
0.479591, 1.14445, 28, 24
0.0624082, 1.28702, 28, 25
-0.383927, 1.22823, 28, 26
-0.710217, 1.0266, 28, 27
-0.879173, 0.818737, 28, 28
-0.947329, 0.666081, 28, 29
-0.96659, 0.570143, 28, 30
-0.963409, 0.519129, 28, 31
-0.948941, 0.50274, 28, 32
-0.926751, 0.51408, 28, 33
-0.89649, 0.548616, 28, 34
-0.855318, 0.60313, 28, 35
-0.798647, 0.674349, 28, 36
-0.720862, 0.757483, 28, 37
-0.616762, 0.844868, 28, 38
-0.484149, 0.925306, 28, 39
-0.326843, 0.985574, 28, 40
-0.155622, 1.01469, 28, 41
0.014402, 1.00856, 28, 42
0.169069, 0.971142, 28, 43
0.299272, 0.911868, 28, 44
0.40234, 0.841164, 28, 45
0.480181, 0.767458, 28, 46
0.537031, 0.696099, 28, 47
0.5775, 0.629879, 28, 48
0.605603, 0.569938, 28, 49
-0.269084, -0.63645, 29, 0
-0.308895, -0.64093, 29, 1
-0.261146, -0.6704, 29, 2
-0.206093, -0.697608, 29, 3
-0.143333, -0.721153, 29, 4
-0.0727729, -0.739371, 29, 5
0.00531612, -0.750405, 29, 6
0.0902259, -0.75229, 29, 7
0.180657, -0.743104, 29, 8
0.27481, -0.72114, 29, 9
0.37043, -0.685069, 29, 10
0.464901, -0.634108, 29, 11
0.555449, -0.568098, 29, 12
0.639377, -0.487493, 29, 13
0.714221, -0.39329, 29, 14
0.777916, -0.286775, 29, 15
0.828782, -0.16928, 29, 16
0.86538, -0.0418488, 29, 17
0.886124, 0.09515, 29, 18
0.888513, 0.242259, 29, 19
0.867872, 0.400991, 29, 20
0.815489, 0.57289, 29, 21
0.716434, 0.756712, 29, 22
0.550267, 0.941075, 29, 23
0.302659, 1.0941, 29, 24
-0.00920207, 1.16658, 29, 25
-0.327072, 1.12856, 29, 26
-0.585375, 1.00562, 29, 27
-0.756109, 0.85674, 29, 28
-0.852837, 0.726054, 29, 29
-0.901591, 0.629865, 29, 30
-0.922512, 0.56905, 29, 31
-0.927123, 0.540102, 29, 32
-0.920733, 0.539342, 29, 33
-0.904307, 0.564235, 29, 34
-0.875597, 0.613137, 29, 35
-0.829361, 0.684437, 29, 36
-0.757665, 0.774817, 29, 37
-0.651274, 0.876527, 29, 38
-0.503783, 0.97474, 29, 39
-0.318321, 1.0485, 29, 40
-0.111446, 1.07878, 29, 41
0.0915732, 1.05915, 29, 42
0.268167, 0.998615, 29, 43
0.406806, 0.914493, 29, 44
0.50756, 0.822954, 29, 45
0.57685, 0.73445, 29, 46
0.622653, 0.653901, 29, 47
0.651802, 0.582796, 29, 48
0.669453, 0.520919, 29, 49
-0.245681, -0.632363, 30, 0
-0.280498, -0.636752, 30, 1
-0.232867, -0.66254, 30, 2
-0.178555, -0.68574, 30, 3
-0.117272, -0.705062, 30, 4
-0.0489675, -0.718995, 30, 5
0.0260973, -0.725855, 30, 6
0.10727, -0.72385, 30, 7
0.193463, -0.711172, 30, 8
0.283081, -0.686141, 30, 9
0.374106, -0.647316, 30, 10
0.464123, -0.593636, 30, 11
0.550357, -0.524566, 30, 12
0.629901, -0.440127, 30, 13
0.69979, -0.34099, 30, 14
0.757247, -0.228306, 30, 15
0.799682, -0.10366, 30, 16
0.824724, 0.031283, 30, 17
0.82991, 0.174924, 30, 18
0.812165, 0.325874, 30, 19
0.767041, 0.482578, 30, 20
0.687996, 0.642164, 30, 21
0.566638, 0.798067, 30, 22
0.395903, 0.936717, 30, 23
0.17717, 1.03668, 30, 24
-0.0719371, 1.07539, 30, 25
-0.318621, 1.04395, 30, 26
-0.529168, 0.957304, 30, 27
-0.685934, 0.84578, 30, 28
-0.79073, 0.737454, 30, 29
-0.855834, 0.648546, 30, 30
-0.89411, 0.585349, 30, 31
-0.915025, 0.548907, 30, 32
-0.923943, 0.538835, 30, 33
-0.922616, 0.554934, 30, 34
-0.909329, 0.597907, 30, 35
-0.878342, 0.669102, 30, 36
-0.818942, 0.768774, 30, 37
-0.715087, 0.892023, 30, 38
-0.550425, 1.02109, 30, 39
-0.322828, 1.12127, 30, 40
-0.0589935, 1.15538, 30, 41
0.194315, 1.11227, 30, 42
0.398434, 1.01417, 30, 43
0.54105, 0.8951, 30, 44
0.631164, 0.779222, 30, 45
0.684231, 0.676931, 30, 46
0.713364, 0.590232, 30, 47
0.727601, 0.517719, 30, 48
0.732658, 0.457148, 30, 49
-0.225981, -0.626348, 31, 0
-0.256756, -0.630318, 31, 1
-0.209802, -0.652798, 31, 2
-0.156732, -0.672499, 31, 3
-0.0973179, -0.688231, 31, 4
-0.0315548, -0.698613, 31, 5
0.0403644, -0.702097, 31, 6
0.117862, -0.697007, 31, 7
0.200002, -0.681608, 31, 8
0.285431, -0.654175, 31, 9
0.372263, -0.613134, 31, 10
0.458198, -0.557144, 31, 11
0.540375, -0.485324, 31, 12
0.615603, -0.397343, 31, 13
0.68035, -0.293661, 31, 14
0.731061, -0.175565, 31, 15
0.764358, -0.0451441, 31, 16
0.777191, 0.0948708, 31, 17
0.766808, 0.241349, 31, 18
0.730546, 0.390857, 31, 19
0.665462, 0.539445, 31, 20
0.568326, 0.681829, 31, 21
0.436462, 0.810287, 31, 22
0.270073, 0.91394, 31, 23
0.0754915, 0.980089, 31, 24
-0.133015, 0.998694, 31, 25
-0.335514, 0.968309, 31, 26
-0.51275, 0.8993, 31, 27
-0.653759, 0.809669, 31, 28
-0.757635, 0.71766, 31, 29
-0.830362, 0.636333, 31, 30
-0.880046, 0.572984, 31, 31
-0.913845, 0.530989, 31, 32
-0.936702, 0.512077, 31, 33
-0.950957, 0.518033, 31, 34
-0.95592, 0.551841, 31, 35
-0.946562, 0.61844, 31, 36
-0.910466, 0.724477, 31, 37
-0.822845, 0.874397, 31, 38
-0.645466, 1.05531, 31, 39
-0.353793, 1.21012, 31, 40
